,rank,rate,id,pokemon,form,type1,type2,category,terastal,item,ability,move_0,move_1,move_2,move_3
653,315,2013.478,0576-00,ゴチルゼル,,エスパー,,一般,ドラゴン,ぼうじんゴーグル,,,,,
654,318,2012.896,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,フィラのみ,じきゅうりょく,ドラゴンテール,ラスターカノン,ステルスロック,ボディプレス
655,318,2012.896,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,おうごんのからだ,シャドーボール,ゴールドラッシュ,きあいだま,トリック
656,318,2012.896,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,あつぞこブーツ,マルチスケイル,しんそく,じしん,りゅうのまい,けたぐり
657,318,2012.896,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,ふゆう,まもる,みがわり,じしん,どくどく
658,318,2012.896,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,とつげきチョッキ,げきりゅう,うたかたのアリア,ムーンフォース,クイックターン,アクアジェット
659,318,2012.896,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,へんげんじざい,トリックフラワー,けたぐり,はたきおとす,トリプルアクセル
660,327,2012.033,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,,,,,
661,327,2012.033,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,あつぞこブーツ,,,,,
662,327,2012.033,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,,,,,
663,327,2012.033,0184-00,マリルリ,,みず,フェアリー,一般,あく,ラムのみ,,,,,
664,327,2012.033,0979-00,コノヨザル,,かくとう,ゴースト,一般,あく,でんきだま,,,,,
665,327,2012.033,0497-00,ジャローダ,,くさ,,一般,ほのお,オボンのみ,,,,,
666,328,2011.944,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,とつげきチョッキ,マルチスケイル,しんそく,じしん,けたぐり,アイススピナー
667,328,2011.944,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,せんせいのツメ,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,じこさいせい
668,328,2011.944,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,へんげんじざい,トリックフラワー,はたきおとす,とんぼがえり,ふいうち
669,328,2011.944,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,あくのはどう
670,328,2011.944,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,かくとう,いのちのたま,ばけのかわ,じゃれつく,かげうち,ドレインパンチ,つるぎのまい
671,328,2011.944,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,てんねん,じわれ,まもる,あくび,ねむる
672,332,2011.763,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,ステルスロック
673,332,2011.763,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
674,332,2011.763,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,かくとう,きあいのタスキ,てきおうりょく,おはかまいり,ウェーブタックル,テラバースト,アクアジェット
675,332,2011.763,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,いかさまダイス,マルチスケイル,スケイルショット,じしん,けたぐり,しんそく
676,332,2011.763,0212-00,ハッサム,,むし,はがね,一般,ひこう,こだわりハチマキ,テクニシャン,バレットパンチ,とんぼがえり,はたきおとす,ダブルウイング
677,332,2011.763,0911-00,ラウドボーン,,ほのお,ゴースト,一般,みず,たべのこし,てんねん,フレアソング,あくび,まもる,なまける
678,333,2011.706,0472-00,グライオン,,じめん,ひこう,一般,あく,どくどくだま,,,,,
679,333,2011.706,0113-00,ラッキー,,ノーマル,,一般,はがね,しんかのきせき,,,,,
680,333,2011.706,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,,,,,
681,333,2011.706,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,パワフルハーブ,,,,,
682,333,2011.706,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,,,,,
683,333,2011.706,1000-00,サーフゴー,,はがね,ゴースト,一般,みず,おんみつマント,,,,,
684,334,2011.692,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,,,,,
685,334,2011.692,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,,,,,
686,334,2011.692,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,,,,,
687,334,2011.692,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,たべのこし,,,,,
688,334,2011.692,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,,,,,
689,334,2011.692,0286-00,キノガッサ,,くさ,かくとう,一般,フェアリー,きあいのタスキ,,,,,
690,337,2011.533,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,イバンのみ,,,,,
691,337,2011.533,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,,,,,
692,337,2011.533,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,,,,,
693,337,2011.533,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,ジャポのみ,,,,,
694,337,2011.533,0286-00,キノガッサ,,くさ,かくとう,一般,くさ,きあいのタスキ,,,,,
695,337,2011.533,0730-00,アシレーヌ,,みず,フェアリー,一般,どく,ゴツゴツメット,,,,,
696,339,2011.521,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,シルクのスカーフ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
697,339,2011.521,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,かくとう,いのちのたま,ばけのかわ,じゃれつく,ドレインパンチ,かげうち,つるぎのまい
698,339,2011.521,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,するどいくちばし,マルチスケイル,テラバースト,しんそく,じしん,アンコール
699,339,2011.521,0903-00,オオニューラ,,かくとう,どく,一般,ゴースト,きあいのタスキ,かるわざ,フェイタルクロー,インファイト,シャドークロー,つるぎのまい
700,339,2011.521,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,あくのはどう,エレクトロビーム
701,339,2011.521,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,ゴツゴツメット,ゆきふらし,ふぶき,オーロラベール,いたみわけ,アンコール
702,340,2011.368,0472-00,グライオン,,じめん,ひこう,一般,フェアリー,どくどくだま,ふゆう,まもる,みがわり,じしん,どくどく
703,340,2011.368,0242-00,ハピナス,,ノーマル,,一般,はがね,どくバリ,しぜんかいふく,タマゴうみ,めいそう,かえんほうしゃ,なげつける
704,340,2011.368,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,てんねん,まもる,ゆきなだれ,ねむる,じわれ
705,340,2011.368,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ひかりのこな,おうごんのからだ,じこさいせい,ゴールドラッシュ,シャドーボール,わるだくみ
706,340,2011.368,0713-00,クレベース,,こおり,,一般,かくとう,あつぞこブーツ,がんじょう,じこさいせい,つららばり,てっぺき,ボディプレス
707,340,2011.368,0911-00,ラウドボーン,,ほのお,ゴースト,一般,くさ,おんみつマント,てんねん,なまける,フレアソング,シャドーボール,アンコール
708,341,2011.252,0923-00,パーモット,,でんき,かくとう,一般,ステラ,きあいのタスキ,てつのこぶし,かみなりパンチ,インファイト,れいとうパンチ,ねこだまし
709,341,2011.252,0730-00,アシレーヌ,,みず,フェアリー,一般,ひこう,たべのこし,うるおいボイス,サイコノイズ,ムーンフォース,めいそう,みがわり
710,341,2011.252,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,ラムのみ,マルチスケイル,テラバースト,じしん,しんそく,りゅうのまい
711,341,2011.252,1000-00,サーフゴー,,はがね,ゴースト,一般,ノーマル,じゃくてんほけん,おうごんのからだ,ゴールドラッシュ,シャドーボール,じこさいせい,わるだくみ
712,341,2011.252,0612-00,オノノクス,,ドラゴン,,一般,はがね,オボンのみ,かたやぶり,げきりん,アイアンヘッド,じしん,りゅうのまい
713,341,2011.252,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,あく,ひかりのねんど,のろわれボディ,ドラゴンアロー,リフレクター,ひかりのかべ,のろい
714,342,2011.246,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,マルチスケイル,しんそく,テラバースト,じしん,けたぐり
715,342,2011.246,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,じこさいせい,トリック
716,342,2011.246,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,こだわりメガネ,ほのおのからだ,ほのおのまい,テラバースト,ギガドレイン,オーバーヒート
717,342,2011.246,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,きあいのタスキ,げきりゅう,うたかたのアリア,ムーンフォース,アンコール,アクアジェット
718,342,2011.246,0227-00,エアームド,,はがね,ひこう,一般,ドラゴン,ゴツゴツメット,がんじょう,ブレイブバード,ステルスロック,てっぺき,はねやすめ
719,342,2011.246,0242-00,ハピナス,,ノーマル,,一般,ゴースト,どくバリ,しぜんかいふく,れいとうビーム,なげつける,めいそう,タマゴうみ
720,346,2010.874,0655-00,マフォクシー,,ほのお,エスパー,一般,ノーマル,オボンのみ,マジシャン,マジカルフレイム,サイコノイズ,おにび,アンコール
721,346,2010.874,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,フェアリー,きあいのタスキ,サイコメイカー,ワイドフォース,サイコノイズ,マジカルシャイン,アンコール
722,346,2010.874,0903-00,オオニューラ,,かくとう,どく,一般,ほのお,とつげきチョッキ,どくしゅ,フェイタルクロー,けたぐり,ほのおのパンチ,がんせきふうじ
723,346,2010.874,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりスカーフ,へんげんじざい,トリックフラワー,はたきおとす,とんぼがえり,トリプルアクセル
724,346,2010.874,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,いかさまダイス,さめはだ,じしん,スケイルショット,みがわり,つるぎのまい
725,346,2010.874,0823-00,アーマーガア,,ひこう,はがね,一般,フェアリー,ゴツゴツメット,プレッシャー,ブレイブバード,はねやすめ,とんぼがえり,のろい
726,353,2010.616,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,こだわりメガネ,,,,,
727,353,2010.616,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,どく,アッキのみ,,,,,
728,353,2010.616,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ほのお,レッドカード,,,,,
729,353,2010.616,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,フェアリー,オボンのみ,,,,,
730,353,2010.616,0186-00,ニョロトノ,,みず,,一般,ひこう,おんみつマント,,,,,
731,353,2010.616,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,いかさまダイス,,,,,
732,354,2010.61,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,へんげんじざい,トリックフラワー,はたきおとす,じゃれつく,とんぼがえり
733,354,2010.61,0233-00,ポリゴン２,,ノーマル,,一般,ゴースト,しんかのきせき,ダウンロード,トライアタック,れいとうビーム,シャドーボール,トリックルーム
734,354,2010.61,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,みず,しんぴのしずく,てきおうりょく,ウェーブタックル,おはかまいり,アクアジェット,みがわり
735,354,2010.61,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,とつげきチョッキ,まけんき,ふんどのこぶし,ドレインパンチ,がんせきふうじ,いのちがけ
736,354,2010.61,0823-00,アーマーガア,,ひこう,はがね,一般,くさ,たべのこし,プレッシャー,ドリルくちばし,とんぼがえり,はねやすめ,ちょうはつ
737,354,2010.61,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,ラスターカノン,エレクトロビーム,りゅうせいぐん,10まんボルト
738,358,2010.494,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,おんみつマント,マルチスケイル,りゅうのまい,はねやすめ,じしん,テラバースト
739,358,2010.494,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
740,358,2010.494,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,たべのこし,じきゅうりょく,ラスターカノン,ボディプレス,ドラゴンテール,ステルスロック
741,358,2010.494,0970-00,キラフロル,,いわ,どく,一般,かくとう,パワフルハーブ,どくげしょう,だいちのちから,ヘドロウェーブ,メテオビーム,テラバースト
742,358,2010.494,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ひこう,ひかりのこな,ばけのかわ,いたみわけ,トリックルーム,みがわり,のろい
743,358,2010.494,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,きあいのタスキ,へんげんじざい,トリックフラワー,はたきおとす,トリプルアクセル,ふいうち
744,359,2010.491,0196-00,エーフィ,,エスパー,,一般,フェアリー,たべのこし,にげあし,ドレインキッス,みわくのボイス,アシストパワー,めいそう
745,359,2010.491,0235-00,ドーブル,,ノーマル,,一般,フェアリー,きあいのタスキ,ムラっけ,はいすいのじん,ちいさくなる,バトンタッチ,ほっぺすりすり
746,359,2010.491,0887-00,ドラパルト,,ドラゴン,ゴースト,一般,フェアリー,ナモのみ,のろわれボディ,のろい,でんじは,とびつく,ひかりのかべ
747,359,2010.491,0110-00,マタドガス,,どく,,一般,くさ,メンタルハーブ,かがくへんかガス,おきみやげ,おにび,こわいかお,ちょうはつ
748,359,2010.491,0968-00,ミミズズ,,はがね,,一般,フェアリー,オボンのみ,どしょく,しっぽきり,がんせきふうじ,どろかけ,メタルバースト
749,359,2010.491,0036-00,ピクシー,,フェアリー,,一般,ほのお,いのちのたま,マジックガード,アシストパワー,みわくのボイス,つきのひかり,めいそう
750,362,2010.339,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,,,,,
751,362,2010.339,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,たべのこし,,,,,
752,362,2010.339,0637-00,ウルガモス,,むし,ほのお,一般,くさ,あつぞこブーツ,,,,,
753,362,2010.339,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,いかさまダイス,,,,,
754,362,2010.339,1000-00,サーフゴー,,はがね,ゴースト,一般,かくとう,せんせいのツメ,,,,,
755,362,2010.339,0594-00,ママンボウ,,みず,,一般,フェアリー,とつげきチョッキ,,,,,
756,364,2010.268,0149-00,カイリュー,,ドラゴン,ひこう,一般,でんき,たつじんのおび,,,,,
757,364,2010.268,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,,,,,
758,364,2010.268,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,オボンのみ,,,,,
759,364,2010.268,0036-00,ピクシー,,フェアリー,,一般,みず,ゴツゴツメット,,,,,
760,364,2010.268,0212-00,ハッサム,,むし,はがね,一般,あく,とつげきチョッキ,,,,,
761,364,2010.268,0979-00,コノヨザル,,かくとう,ゴースト,一般,ノーマル,きあいのタスキ,,,,,
762,374,2009.756,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,ゴースト,きあいのタスキ,,,,,
763,374,2009.756,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,たべのこし,,,,,
764,374,2009.756,0149-00,カイリュー,,ドラゴン,ひこう,一般,ノーマル,こだわりハチマキ,,,,,
765,374,2009.756,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,,,,,
766,374,2009.756,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,イバンのみ,,,,,
767,374,2009.756,0903-00,オオニューラ,,かくとう,どく,一般,ひこう,オボンのみ,,,,,
768,375,2009.707,0472-00,グライオン,,じめん,ひこう,一般,はがね,どくどくだま,,,,,
769,375,2009.707,0242-00,ハピナス,,ノーマル,,一般,あく,どくバリ,,,,,
770,375,2009.707,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,,,,,
771,375,2009.707,0911-00,ラウドボーン,,ほのお,ゴースト,一般,はがね,あつぞこブーツ,,,,,
772,375,2009.707,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,おんみつマント,,,,,
773,375,2009.707,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,とつげきチョッキ,,,,,
774,382,2009.144,0149-00,カイリュー,,ドラゴン,ひこう,一般,はがね,ゴツゴツメット,マルチスケイル,ほのおのうず,でんじは,アンコール,はねやすめ
775,382,2009.144,1000-00,サーフゴー,,はがね,ゴースト,一般,はがね,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,じこさいせい,トリック
776,382,2009.144,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,いのちのたま,ばけのかわ,じゃれつく,かげうち,のろい,つるぎのまい
777,382,2009.144,0635-00,サザンドラ,,あく,ドラゴン,一般,はがね,こだわりメガネ,ふゆう,りゅうせいぐん,あくのはどう,ラスターカノン,とんぼがえり
778,382,2009.144,0903-00,オオニューラ,,かくとう,どく,一般,ほのお,オボンのみ,かるわざ,フェイタルクロー,インファイト,ほのおのパンチ,つるぎのまい
779,382,2009.144,0473-00,マンムー,,こおり,じめん,一般,ゴースト,きあいのタスキ,あついしぼう,つららおとし,じしん,こおりのつぶて,ステルスロック
780,383,2009.143,0973-00,カラミンゴ,,ひこう,かくとう,一般,ひこう,きあいのタスキ,きもったま,インファイト,ちょうはつ,ローキック,ブレイブバード
781,383,2009.143,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,みず,アッキのみ,しんがん,だいちのちから,しんくうは,つきのひかり,ブラッドムーン
782,383,2009.143,1018-00,ブリジュラス,,はがね,ドラゴン,一般,むし,ひかりのねんど,じきゅうりょく,てっていこうせん,ひかりのかべ,ボディプレス,リフレクター
783,383,2009.143,0937-00,ソウブレイズ,,ほのお,ゴースト,一般,フェアリー,たべのこし,もらいび,むねんのつるぎ,かげうち,ビルドアップ,みがわり
784,383,2009.143,0849-00,ストリンダー,ハイなすがた,でんき,どく,一般,ノーマル,ふうせん,パンクロック,オーバードライブ,どくびし,ばくおんぱ,ほっぺすりすり
785,383,2009.143,0956-00,クエスパトラ,,エスパー,,一般,みず,オボンのみ,かそく,ルミナコリジョン,めいそう,バトンタッチ,みがわり
786,395,2008.37,0983-00,ドドゲザン,,あく,はがね,一般,あく,せんせいのツメ,そうだいしょう,ドゲザン,ふいうち,アイアンヘッド,つるぎのまい
787,395,2008.37,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりスカーフ,マルチスケイル,テラバースト,げきりん,じしん,アイススピナー
788,395,2008.37,0637-00,ウルガモス,,むし,ほのお,一般,フェアリー,あつぞこブーツ,ほのおのからだ,ほのおのまい,テラバースト,ちょうのまい,あさのひざし
789,395,2008.37,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,フェアリー,いのちのたま,ばけのかわ,じゃれつく,かげうち,のろい,トリックルーム
790,395,2008.37,0979-00,コノヨザル,,かくとう,ゴースト,一般,ほのお,オボンのみ,やるき,ドレインパンチ,ふんどのこぶし,いのちがけ,ステルスロック
791,395,2008.37,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
792,397,2008.276,0248-00,バンギラス,,いわ,あく,一般,ひこう,とつげきチョッキ,すなおこし,ストーンエッジ,はたきおとす,じしん,けたぐり
793,397,2008.276,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ゴースト,フィラのみ,ばけのかわ,シャドークロー,みがわり,のろい,いたみわけ
794,397,2008.276,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,10まんボルト,エレクトロビーム
795,397,2008.276,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ふうせん,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,じこさいせい
796,397,2008.276,0908-00,マスカーニャ,,くさ,あく,一般,ステラ,こだわりハチマキ,へんげんじざい,トリックフラワー,けたぐり,とんぼがえり,はたきおとす
797,397,2008.276,0445-00,ガブリアス,,ドラゴン,じめん,一般,はがね,いかさまダイス,さめはだ,じしん,スケイルショット,つるぎのまい,みがわり
798,401,2008.207,0149-00,カイリュー,,ドラゴン,ひこう,一般,じめん,いかさまダイス,,,,,
799,401,2008.207,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,ゴツゴツメット,,,,,
800,401,2008.207,1018-00,ブリジュラス,,はがね,ドラゴン,一般,フェアリー,たべのこし,,,,,
801,401,2008.207,0908-00,マスカーニャ,,くさ,あく,一般,あく,こだわりハチマキ,,,,,
802,401,2008.207,0730-00,アシレーヌ,,みず,フェアリー,一般,くさ,とつげきチョッキ,,,,,
803,401,2008.207,0911-00,ラウドボーン,,ほのお,ゴースト,一般,あく,おんみつマント,,,,,
804,405,2007.946,0903-00,オオニューラ,,かくとう,どく,一般,こおり,きあいのタスキ,,,,,
805,405,2007.946,0911-00,ラウドボーン,,ほのお,ゴースト,一般,あく,たべのこし,,,,,
806,405,2007.946,0149-00,カイリュー,,ドラゴン,ひこう,一般,フェアリー,あつぞこブーツ,,,,,
807,405,2007.946,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,せんせいのツメ,,,,,
808,405,2007.946,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,マゴのみ,,,,,
809,405,2007.946,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,,,,,
810,409,2007.893,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,フェアリー,いのちのたま,すいすい,ウェーブタックル,おはかまいり,テラバースト,アクアジェット
811,409,2007.893,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ひこう,オボンのみ,じきゅうりょく,ラスターカノン,りゅうせいぐん,エレクトロビーム,みがわり
812,409,2007.893,0279-00,ペリッパー,,みず,ひこう,一般,じめん,きあいのタスキ,あめふらし,ウェザーボール,ぼうふう,テラバースト,でんこうせっか
813,409,2007.893,0445-00,ガブリアス,,ドラゴン,じめん,一般,フェアリー,こだわりハチマキ,さめはだ,げきりん,じしん,テラバースト,アイアンヘッド
814,409,2007.893,0635-00,サザンドラ,,あく,ドラゴン,一般,フェアリー,たべのこし,ふゆう,あくのはどう,ちょうはつ,わるだくみ,みがわり
815,409,2007.893,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,わるだくみ,トリック
816,417,2007.501,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,だいちのちから,ハイパーボイス,しんくうは
817,417,2007.501,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,マルチスケイル,テラバースト,げきりん,じしん,しんそく
818,417,2007.501,1000-00,サーフゴー,,はがね,ゴースト,一般,フェアリー,こだわりスカーフ,おうごんのからだ,ゴールドラッシュ,シャドーボール,10まんボルト,トリック
819,417,2007.501,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,パワフルハーブ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,ミラーコート
820,417,2007.501,0911-00,ラウドボーン,,ほのお,ゴースト,一般,あく,あつぞこブーツ,てんねん,フレアソング,まもる,あくび,なまける
821,417,2007.501,0983-00,ドドゲザン,,あく,はがね,一般,ゴースト,ふうせん,てんねん,フレアソング,まもる,あくび,なまける
822,422,2007.074,1000-00,サーフゴー,,はがね,ゴースト,一般,ひこう,せんせいのツメ,おうごんのからだ,ゴールドラッシュ,シャドーボール,サイコショック,わるだくみ
823,422,2007.074,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
824,422,2007.074,0149-00,カイリュー,,ドラゴン,ひこう,一般,ひこう,こだわりハチマキ,マルチスケイル,テラバースト,じしん,けたぐり,しんそく
825,422,2007.074,1018-00,ブリジュラス,,はがね,ドラゴン,一般,ステラ,こだわりメガネ,がんじょう,りゅうせいぐん,ラスターカノン,10まんボルト,あくのはどう
826,422,2007.074,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,ステラ,ふうせん,ばけのかわ,じゃれつく,かげうち,みちづれ,のろい
827,422,2007.074,0977-00,ヘイラッシャ,,みず,,一般,フェアリー,たべのこし,てんねん,じわれ,あくび,まもる,ねむる
828,425,2006.907,1018-00,ブリジュラス,,はがね,ドラゴン,一般,でんき,こだわりスカーフ,がんじょう,りゅうせいぐん,ラスターカノン,エレクトロビーム,10まんボルト
829,425,2006.907,0279-00,ペリッパー,,みず,ひこう,一般,じめん,しめったいわ,あめふらし,ウェザーボール,ぼうふう,テラバースト,とんぼがえり
830,425,2006.907,0902-00,イダイトウ,オスのすがた,みず,ゴースト,一般,ステラ,いのちのたま,すいすい,ウェーブタックル,おはかまいり,アクアジェット,みがわり
831,425,2006.907,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,フィラのみ,やるき,ふんどのこぶし,ドレインパンチ,ステルスロック,いのちがけ
832,425,2006.907,0908-00,マスカーニャ,,くさ,あく,一般,ゴースト,きあいのタスキ,しんりょく,トリックフラワー,はたきおとす,トリプルアクセル,ふいうち
833,425,2006.907,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,ノーマル,とつげきチョッキ,しんがん,ブラッドムーン,ハイパーボイス,だいちのちから,しんくうは
834,431,2006.5,0128-02,ケンタロス,パルデアのすがた・ブレイズしゅ,かくとう,ほのお,一般,でんき,こだわりハチマキ,,,,,
835,431,2006.5,0461-00,マニューラ,,あく,こおり,一般,ゴースト,きあいのタスキ,,,,,
836,431,2006.5,0876-00,イエッサン,オスのすがた,エスパー,ノーマル,一般,エスパー,こだわりメガネ,,,,,
837,431,2006.5,0637-00,ウルガモス,,むし,ほのお,一般,ほのお,こだわりスカーフ,,,,,
838,431,2006.5,0730-00,アシレーヌ,,みず,フェアリー,一般,みず,とつげきチョッキ,,,,,
839,431,2006.5,0778-00,ミミッキュ,ばけたすがた,ゴースト,フェアリー,一般,かくとう,いのちのたま,,,,,
840,432,2006.48,0059-01,ウインディ,ヒスイのすがた,ほのお,いわ,一般,かくとう,いかさまダイス,いかく,ロックブラスト,フレアドライブ,インファイト,しんそく
841,432,2006.48,0901-01,ガチグマ,アカツキのすがた,じめん,ノーマル,一般,フェアリー,シルクのスカーフ,しんがん,ブラッドムーン,だいちのちから,しんくうは,ムーンフォース
842,432,2006.48,0038-01,キュウコン,アローラのすがた,こおり,フェアリー,一般,みず,ひかりのねんど,ゆきふらし,ムーンフォース,オーロラベール,ミストフィールド,アンコール
843,432,2006.48,0979-00,コノヨザル,,かくとう,ゴースト,一般,はがね,とつげきチョッキ,やるき,ふんどのこぶし,ドレインパンチ,がんせきふうじ,いのちがけ
